ticket_id,ticket_text,category,priority,source_channel
63766,API webhook integration is failing to sync payload data.,Technical Support,Low,Phone
63767,"Terrible experience, your customer support agent completely ignored my issue.",Complaint,Medium,Phone
63768,Urgent: The latest update broke the UI layout on mobile view.,Technical Support,High,Phone
63769,I want to terminate my membership and delete all stored personal data.,Cancellation,Medium,Phone
63770,"Hi team, Why is there an unexpected charge on my statement this month?",Billing,Low,Email
63771,Regarding my account: My profile shows as deactivated or suspended without notice.,Account Access,Medium,Email
63772,"Urgent: Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Email
63773,The new features are completely broken and ruining our daily workflows.,Complaint,Low,Email
63774,Please help - I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Email
63775,The service availability falls way short of the promised uptime SLA.,Complaint,High,Email
63776,"Hi team, How do I close my account? I cannot find the option in the portal.",Cancellation,Low,Phone
63777,Regarding my account: The service availability falls way short of the promised uptime SLA.,Complaint,Low,Email
63778,Regarding my account: How do I close my account? I cannot find the option in the portal.,Cancellation,High,Email
63779,Urgent: Need a copy of invoice #6440 for our company accounts.,Billing,Medium,Phone
63780,"Hi team, Production server is throwing NullPointerException errors during saving data.",Technical Support,Low,Chat
63781,Please help - Application crashes whenever I try to processing checkout.,Technical Support,Medium,Chat
63782,"Hello, Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Email
63783,"Terrible experience, your customer support agent completely ignored my issue.",Complaint,Medium,Email
63784,"Hello, Need a copy of invoice #6181 for our company accounts.",Billing,Low,Phone
63785,Unable to update billing details in the payment gateway settings.,Billing,Medium,Phone
63786,Urgent: Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Chat
63787,"Hi team, Extremely disappointed with the unannounced price hike.",Complaint,Medium,Phone
63788,Urgent: I want to terminate my membership and delete all stored personal data.,Cancellation,Medium,Web Portal
63789,"Hi team, Why is there an unexpected charge on my statement this month?",Billing,Medium,Phone
63790,How do I close my account? I cannot find the option in the portal.,Cancellation,Medium,Phone
63791,Urgent: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Web Portal
63792,"Hi team, Critical error: 403 Forbidden unhandled exception on the dashboard.",Technical Support,High,Web Portal
63793,Regarding my account: How do I close my account? I cannot find the option in the portal.,Cancellation,Medium,Phone
63794,"Hi team, My corporate credit card was declined but funds are showing as locked.",Billing,Low,Email
63795,Please help - The new features are completely broken and ruining our daily workflows.,Complaint,Medium,Phone
63796,Application crashes whenever I try to exporting reports.,Technical Support,Medium,Email
63797,Unable to update billing details in the payment gateway settings.,Billing,High,Chat
63798,Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Email
63799,Please help - Production server is throwing 500 Internal Server Error errors during opening settings.,Technical Support,Low,Email
63800,Need to transfer master ownership of the workspace to another admin.,Account Access,Low,Email
63801,Please help - I've been waiting over 48 hours for an urgent response.,Complaint,High,Chat
63802,"Hi team, Critical error: 500 Internal Server Error unhandled exception on the dashboard.",Technical Support,High,Web Portal
63803,"Urgent: Moving to a competing software provider, cancel auto-renewals.",Cancellation,Low,Email
63804,Requesting a refund for accidental renewal of the license tier.,Billing,Medium,Email
63805,"Hi team, The service availability falls way short of the promised uptime SLA.",Complaint,Medium,Email
63806,2FA SMS authentication code is not delivering to my phone.,Account Access,Medium,Chat
63807,"Urgent: Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Chat
63808,I want to terminate my membership and delete all stored personal data.,Cancellation,Low,Web Portal
63809,Please help - Please cancel my premium subscription immediately.,Cancellation,Low,Phone
63810,Regarding my account: Need to transfer master ownership of the workspace to another admin.,Account Access,Low,Web Portal
63811,"Hello, Extremely slow performance, page loads take over 10 seconds.",Technical Support,Medium,Email
63812,"Hello, Unable to connect to the database, getting a timeout error.",Technical Support,Low,Chat
63813,Regarding my account: My profile shows as deactivated or suspended without notice.,Account Access,High,Email
63814,"Hi team, Unable to update billing details in the payment gateway settings.",Billing,High,Chat
63815,Urgent: Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Email
63816,"Hi team, My corporate credit card was declined but funds are showing as locked.",Billing,Medium,Web Portal
63817,"Hi team, Need a copy of invoice #9610 for our company accounts.",Billing,High,Chat
63818,Regarding my account: Application crashes whenever I try to opening settings.,Technical Support,High,Web Portal
63819,Urgent: API webhook integration is failing to sync payload data.,Technical Support,High,Chat
63820,Urgent: Need to transfer master ownership of the workspace to another admin.,Account Access,Medium,Email
63821,Urgent: My corporate credit card was declined but funds are showing as locked.,Billing,Medium,Chat
63822,"Please help - Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Chat
63823,Critical error: 500 Internal Server Error unhandled exception on the dashboard.,Technical Support,High,Email
63824,"Hello, Password reset link expired or is invalid.",Account Access,Medium,Email
63825,Urgent: Unable to update billing details in the payment gateway settings.,Billing,Medium,Email
63826,Urgent: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Phone
63827,Please help - Requesting a refund for accidental renewal of the license tier.,Billing,High,Email
63828,Urgent: Requesting a refund for accidental renewal of the license tier.,Billing,High,Email
63829,"Hi team, Unable to connect to the database, getting a timeout error.",Technical Support,Low,Phone
63830,Regarding my account: I was double charged for my monthly subscription fee.,Billing,High,Email
63831,"Hello, Please cancel my premium subscription immediately.",Cancellation,High,Email
63832,Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Chat
63833,"Hi team, API webhook integration is failing to sync payload data.",Technical Support,Low,Email
63834,Regarding my account: Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Medium,Email
63835,Production server is throwing Timeout Exception errors during exporting reports.,Technical Support,Low,Phone
63836,"Hi team, 2FA SMS authentication code is not delivering to my phone.",Account Access,High,Web Portal
63837,My corporate credit card was declined but funds are showing as locked.,Billing,Medium,Chat
63838,Urgent: Why is there an unexpected charge on my statement this month?,Billing,Medium,Phone
63839,"Hi team, Unable to update billing details in the payment gateway settings.",Billing,Medium,Phone
63840,"Hi team, The service availability falls way short of the promised uptime SLA.",Complaint,Medium,Email
63841,"Hello, I've been waiting over 48 hours for an urgent response.",Complaint,Low,Email
63842,Please help - API webhook integration is failing to sync payload data.,Technical Support,Low,Email
63843,Please help - Need a copy of invoice #8835 for our company accounts.,Billing,Medium,Email
63844,"Hello, Just checking if there is any scheduled maintenance window this weekend.",General Inquiry,Low,Email
63845,Regarding my account: Application crashes whenever I try to exporting reports.,Technical Support,Low,Phone
